index_dec,index_hex,group,char,source
1727,06BF,unconfirmed,b,ocr
1728,06C0,unconfirmed,=,ocr
1729,06C1,confirmed,掲,token_map
1730,06C2,unconfirmed,J,ocr
1731,06C3,unconfirmed,品,ocr
1732,06C4,unconfirmed,i,ocr
1733,06C5,unconfirmed,j,ocr
1734,06C6,unconfirmed,F,ocr
1735,06C7,unconfirmed,a,ocr
1736,06C8,unconfirmed,E,ocr
1737,06C9,confirmed,推,token_map
1738,06CA,unconfirmed,人,ocr
1739,06CB,unconfirmed,=,ocr
1740,06CC,unconfirmed,=,ocr
1741,06CD,unconfirmed,a,ocr
1742,06CE,unconfirmed,b,ocr
1743,06CF,unconfirmed,E,ocr
1744,06D0,unconfirmed,&,ocr
1745,06D1,confirmed,机,token_map
1746,06D2,unconfirmed,示,ocr
1747,06D3,unconfirmed,i,ocr
1748,06D4,unconfirmed,!,ocr
1749,06D5,unconfirmed,お,ocr
1750,06D6,unconfirmed,a,ocr
1751,06D7,unconfirmed,f,ocr
1752,06D8,unconfirmed,3,ocr
1753,06D9,unconfirmed,r,ocr
1754,06DA,unconfirmed,1,ocr
1755,06DB,unconfirmed,y,ocr
1756,06DC,unconfirmed,{,ocr
1757,06DD,unconfirmed,h,ocr
1758,06DE,unconfirmed,t,ocr
1759,06DF,unconfirmed,H,ocr
1760,06E0,unconfirmed,=,ocr
1761,06E1,unconfirmed,B,ocr
1762,06E2,unconfirmed,=,ocr
1763,06E3,unconfirmed,3,ocr
1764,06E4,unconfirmed,f,ocr
1765,06E5,unconfirmed,S,ocr
1766,06E6,confirmed,枯,token_map
1767,06E7,unconfirmed,n,ocr
1768,06E8,unconfirmed,B,ocr
1769,06E9,unconfirmed,3,ocr
1770,06EA,unconfirmed,|,ocr
1771,06EB,unconfirmed,=,ocr
1772,06EC,unconfirmed,F,ocr
1773,06ED,unconfirmed,I,ocr
1774,06EE,unconfirmed,っ,ocr
1775,06EF,unconfirmed,可,ocr
1776,06F0,unconfirmed,P,ocr
1777,06F1,unconfirmed,1,ocr
1778,06F2,unconfirmed,D,ocr
1779,06F3,unconfirmed,7,ocr
1780,06F4,unconfirmed,3,ocr
1781,06F5,unconfirmed,4,ocr
1782,06F6,unconfirmed,1,ocr
1783,06F7,unconfirmed,に,ocr
1784,06F8,unconfirmed,|,ocr
1785,06F9,unconfirmed,B,ocr
1786,06FA,unconfirmed,B,ocr
1787,06FB,unconfirmed,"""",ocr
1788,06FC,unconfirmed,=,ocr
1789,06FD,unconfirmed,H,ocr
1790,06FE,unconfirmed,i,ocr
1791,06FF,unconfirmed,葉,ocr
1792,0700,unconfirmed,:,ocr
1793,0701,unconfirmed,F,ocr
1794,0702,unconfirmed,ー,ocr
1795,0703,unconfirmed,=,ocr
1796,0704,unconfirmed,b,ocr
1797,0705,unconfirmed,=,ocr
1798,0706,unconfirmed,1,ocr
1799,0707,unconfirmed,1,ocr
1800,0708,unconfirmed,a,ocr
1801,0709,unconfirmed,=,ocr
1802,070A,unconfirmed,<,ocr
1803,070B,unconfirmed,|,ocr
1804,070C,unconfirmed,7,ocr
1805,070D,unconfirmed,B,ocr
1806,070E,unconfirmed,B,ocr
1807,070F,unconfirmed,{,ocr
1808,0710,unconfirmed,:,ocr
1809,0711,unconfirmed,i,ocr
1810,0712,unconfirmed,+,ocr
1811,0713,unconfirmed,&,ocr
1812,0714,unconfirmed,:,ocr
1813,0715,unconfirmed,計,ocr
1814,0716,unconfirmed,j,ocr
1815,0717,unconfirmed,o,ocr
1816,0718,unconfirmed,s,ocr
1817,0719,unconfirmed,A,ocr
1818,071A,unconfirmed,7,ocr
1819,071B,unconfirmed,A,ocr
1820,071C,unconfirmed,O,ocr
1821,071D,unconfirmed,a,ocr
1822,071E,unconfirmed,ャ,ocr
1823,071F,unconfirmed,7,ocr
